--------- beginning of crash
--------- beginning of system
--------- beginning of main
09-05 15:09:01.572 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.35298330895991936，target_2 =  479527.71030003135， target_3 =  142120.0， target_4 = 0.311135415958116, index = 21
09-05 15:09:01.572 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.33331065924125547，target_2 =  314974.5680308017， target_3 =  113481.0， target_4 = 0.4566495885388962, index = 22
09-05 15:09:01.573 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.568553255547567，target_2 =  326696.4455047357， target_3 =  154347.0， target_4 = 0.26472402060024375, index = 23
09-05 15:09:01.573 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.3812744706079115，target_2 =  269619.19620181184， target_3 =  127024.0， target_4 = 0.3129293793501595, index = 24
09-05 15:09:01.573 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.37072990870393685，target_2 =  293217.7860683528， target_3 =  122863.0， target_4 = 0.3238942610484405, index = 25
09-05 15:09:01.573 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.43794937831329067，target_2 =  271244.85745416756， target_3 =  145197.0， target_4 = 0.27834823722053087, index = 26
09-05 15:09:01.574 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.5815234917571558，target_2 =  404585.21277577715， target_3 =  148623.0， target_4 = 0.2842265824736133, index = 27
09-05 15:09:01.574 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.33207581161417377，target_2 =  281759.4300082769， target_3 =  132132.0， target_4 = 0.2953711330370405, index = 28
09-05 15:09:01.574 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.36646272369881283，target_2 =  153060.25005929594， target_3 =  104970.0， target_4 = 0.36819499148406176, index = 29
09-05 15:09:01.574 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.4444884334907252，target_2 =  338992.123012579， target_3 =  143375.0， target_4 = 0.29490795134955233, index = 30
09-05 15:09:01.575 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.38625612242545004，target_2 =  414324.1086517846， target_3 =  146094.0， target_4 = 0.3019407656763203, index = 31
09-05 15:09:01.575 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.49179447845759416，target_2 =  165308.79106938856， target_3 =  143436.0， target_4 = 0.24674858339338065, index = 32
09-05 15:09:01.575 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.35020637153663176，target_2 =  259113.7965619465， target_3 =  107826.0， target_4 = 0.3544890675518073, index = 33
09-05 15:09:01.575 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.340457429271271，target_2 =  685468.4980049559， target_3 =  154760.0， target_4 = 0.304418169936322, index = 34
09-05 15:09:01.575 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.5917537862529675，target_2 =  59073.4099163228， target_3 =  96207.0， target_4 = 0.19330926080170513, index = 35
09-05 15:09:01.576 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.32777454577122633，target_2 =  601378.5962584475， target_3 =  150467.0， target_4 = 0.3063976302254224, index = 36
09-05 15:09:01.576 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.34720684231372406，target_2 =  477468.31199101097， target_3 =  133806.0， target_4 = 0.32817997105084934, index = 37
09-05 15:09:01.576 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.4174206893788914，target_2 =  195671.29345562615， target_3 =  121020.0， target_4 = 0.3047337702558074, index = 38
09-05 15:09:01.576 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.4097322177258372，target_2 =  548504.6746453587， target_3 =  162119.0， target_4 = 0.2709029114981077, index = 39
09-05 15:09:01.577 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.5688234524880043，target_2 =  316499.0186884051， target_3 =  152559.0， target_4 = 0.2655577390067264, index = 40
09-05 15:09:01.577 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.4249927390672222，target_2 =  617907.778130648， target_3 =  156460.0， target_4 = 0.28962574818590386, index = 41
09-05 15:09:01.577 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.32264689345094677，target_2 =  292750.7385409785， target_3 =  120207.0， target_4 = 0.33202815711541, index = 42
09-05 15:09:01.577 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.38794296973175324，target_2 =  231695.6193997723， target_3 =  126421.0， target_4 = 0.3025798920510621, index = 43
09-05 15:09:01.577 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.3050164982037404，target_2 =  1012700.3841965683， target_3 =  157333.0， target_4 = 0.32177685414052665, index = 44
09-05 15:09:01.578 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.35431969110494643，target_2 =  543668.7064329865， target_3 =  154836.0， target_4 = 0.2901390156219635, index = 45
09-05 15:09:01.578 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.4357868100410842，target_2 =  773228.5598722441， target_3 =  160485.0， target_4 = 0.2904248316854411, index = 46
09-05 15:09:01.578 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.5473023146796441，target_2 =  168150.11813910492， target_3 =  138901.0， target_4 = 0.2649402570651921, index = 47
09-05 15:09:01.578 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.3197132551135746，target_2 =  423436.308896766， target_3 =  131571.0， target_4 = 0.34290090819073227, index = 48
09-05 15:09:01.579 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.433124929674813，target_2 =  233746.9880327789， target_3 =  140998.0， target_4 = 0.27778297922990647, index = 49
09-05 15:09:01.579 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.42509132646052883，target_2 =  275810.04175810557， target_3 =  125649.0， target_4 = 0.31292372277470465, index = 50
09-05 15:09:01.579 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.382789692254161，target_2 =  533696.4386972741， target_3 =  151601.0， target_4 = 0.29336657206509215, index = 51
09-05 15:09:01.579 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.2993352068178057，target_2 =  442207.52246225695， target_3 =  135779.0， target_4 = 0.32398687817725846, index = 52
09-05 15:09:01.580 12228 12648 I BitmapRecognizeUtils: similar ： target  ==0.3169971262672443，target_2 =  346076.8680427486， target_3 =  139616.0， target_4 = 0.29930136142585595, index = 53
